timestamp,P-PDG,P-TPT,T-TPT,P-MON-CKP,T-JUS-CKP,P-JUS-CKGL,T-JUS-CKGL,QGL,class
2018-04-08 03:23:38.000000,2.620159e+07,1.680768e+07,1.183466e+02,4.047800e+06,8.366679e+01,,,,3
2018-04-08 03:23:39.000000,2.620141e+07,1.680745e+07,1.183465e+02,4.047815e+06,8.366234e+01,,,,3
2018-04-08 03:23:40.000000,2.620122e+07,1.680722e+07,1.183464e+02,4.047830e+06,8.365790e+01,,,,3
2018-04-08 03:23:41.000000,2.620103e+07,1.680698e+07,1.183462e+02,4.047843e+06,8.365346e+01,,,,3
2018-04-08 03:23:42.000000,2.620084e+07,1.680675e+07,1.183461e+02,4.047856e+06,8.364903e+01,,,,3
2018-04-08 03:23:43.000000,2.620065e+07,1.680652e+07,1.183460e+02,4.047868e+06,8.364462e+01,,,,3
2018-04-08 03:23:44.000000,2.620047e+07,1.680630e+07,1.183458e+02,4.047879e+06,8.364021e+01,,,,3
2018-04-08 03:23:45.000000,2.620028e+07,1.680608e+07,1.183457e+02,4.047889e+06,8.363582e+01,,,,3
2018-04-08 03:23:46.000000,2.620010e+07,1.680586e+07,1.183455e+02,4.047899e+06,8.363144e+01,,,,3
2018-04-08 03:23:47.000000,2.619992e+07,1.680564e+07,1.183453e+02,4.047908e+06,8.362708e+01,,,,3
2018-04-08 03:23:48.000000,2.619974e+07,1.680543e+07,1.183451e+02,4.047916e+06,8.362273e+01,,,,3
2018-04-08 03:23:49.000000,2.619957e+07,1.680521e+07,1.183449e+02,4.047923e+06,8.361839e+01,,,,3
2018-04-08 03:23:50.000000,2.619940e+07,1.680499e+07,1.183447e+02,4.047930e+06,8.361407e+01,,,,3
2018-04-08 03:23:51.000000,2.619923e+07,1.680476e+07,1.183445e+02,4.047935e+06,8.360977e+01,,,,3
2018-04-08 03:23:52.000000,2.619906e+07,1.680453e+07,1.183443e+02,4.047940e+06,8.360548e+01,,,,3
2018-04-08 03:23:53.000000,2.619889e+07,1.680429e+07,1.183441e+02,4.047943e+06,8.360122e+01,,,,3
2018-04-08 03:23:54.000000,2.619871e+07,1.680404e+07,1.183440e+02,4.047946e+06,8.359698e+01,,,,3
2018-04-08 03:23:55.000000,2.619853e+07,1.680378e+07,1.183439e+02,4.047948e+06,8.359275e+01,,,,3
2018-04-08 03:23:56.000000,2.619834e+07,1.680351e+07,1.183438e+02,4.047948e+06,8.358855e+01,,,,3
2018-04-08 03:23:57.000000,2.619814e+07,1.680323e+07,1.183438e+02,4.047949e+06,8.358436e+01,,,,3
2018-04-08 03:23:58.000000,2.619793e+07,1.680295e+07,1.183438e+02,4.047950e+06,8.358019e+01,,,,3
