timestamp,P-PDG,P-TPT,T-TPT,P-MON-CKP,T-JUS-CKP,P-JUS-CKGL,T-JUS-CKGL,QGL,class
2018-04-10 06:56:02.000000,1.622496e+07,8.811328e+06,1.223097e+02,4.016649e+06,9.846300e+01,,,,3
2018-04-10 06:56:03.000000,1.621791e+07,8.804588e+06,1.223100e+02,4.016458e+06,9.845346e+01,,,,3
2018-04-10 06:56:04.000000,1.621091e+07,8.797833e+06,1.223112e+02,4.016266e+06,9.844404e+01,,,,3
2018-04-10 06:56:05.000000,1.620398e+07,8.791164e+06,1.223124e+02,4.016074e+06,9.843477e+01,,,,3
2018-04-10 06:56:06.000000,1.619703e+07,8.784535e+06,1.223131e+02,4.015880e+06,9.842550e+01,,,,3
2018-04-10 06:56:07.000000,1.619014e+07,8.777920e+06,1.223136e+02,4.015685e+06,9.841640e+01,,,,3
2018-04-10 06:56:08.000000,1.618325e+07,8.771240e+06,1.223144e+02,4.015489e+06,9.840734e+01,,,,3
2018-04-10 06:56:09.000000,1.617640e+07,8.764655e+06,1.223144e+02,4.015288e+06,9.839842e+01,,,,3
2018-04-10 06:56:10.000000,1.616960e+07,8.758173e+06,1.223137e+02,4.015084e+06,9.838959e+01,,,,3
2018-04-10 06:56:11.000000,1.616280e+07,8.751653e+06,1.223132e+02,4.014873e+06,9.838085e+01,,,,3
2018-04-10 06:56:12.000000,1.615605e+07,8.745108e+06,1.223132e+02,4.014637e+06,9.837223e+01,,,,3
2018-04-10 06:56:13.000000,1.614935e+07,8.738655e+06,1.223126e+02,4.014546e+06,9.836418e+01,,,,3
2018-04-10 06:56:14.000000,1.614265e+07,8.732280e+06,1.223112e+02,4.014410e+06,9.835607e+01,,,,3
2018-04-10 06:56:15.000000,1.613599e+07,8.725889e+06,1.223102e+02,4.014232e+06,9.834799e+01,,,,3
2018-04-10 06:56:16.000000,1.612936e+07,8.719444e+06,1.223100e+02,4.014055e+06,9.834000e+01,,,,3
2018-04-10 06:56:17.000000,1.612280e+07,8.713120e+06,1.223091e+02,4.013882e+06,9.833222e+01,,,,3
2018-04-10 06:56:18.000000,1.611627e+07,8.706912e+06,1.223072e+02,4.013710e+06,9.832454e+01,,,,3
2018-04-10 06:56:19.000000,1.610975e+07,8.700650e+06,1.223060e+02,4.013552e+06,9.831702e+01,,,,3
2018-04-10 06:56:20.000000,1.610324e+07,8.694298e+06,1.223058e+02,4.013402e+06,9.830956e+01,,,,3
2018-04-10 06:56:21.000000,1.609682e+07,8.688116e+06,1.223046e+02,4.013271e+06,9.830237e+01,,,,3
2018-04-10 06:56:22.000000,1.609045e+07,8.681970e+06,1.223034e+02,4.013143e+06,9.829532e+01,,,,3
2018-04-10 06:56:23.000000,1.608409e+07,8.675890e+06,1.223015e+02,4.013016e+06,9.828835e+01,,,,3
2018-04-10 06:56:24.000000,1.607778e+07,8.669829e+06,1.222996e+02,4.012889e+06,9.828155e+01,,,,3
2018-04-10 06:56:25.000000,1.607149e+07,8.663703e+06,1.222990e+02,4.012765e+06,9.827485e+01,,,,3
2018-04-10 06:56:26.000000,1.606523e+07,8.657625e+06,1.222980e+02,4.012652e+06,9.826829e+01,,,,3
2018-04-10 06:56:27.000000,1.605902e+07,8.651686e+06,1.222957e+02,4.012547e+06,9.826186e+01,,,,3
2018-04-10 06:56:28.000000,1.605285e+07,8.645744e+06,1.222938e+02,4.012453e+06,9.825562e+01,,,,3
2018-04-10 06:56:29.000000,1.604674e+07,8.639746e+06,1.222935e+02,4.012363e+06,9.824948e+01,,,,3
2018-04-10 06:56:30.000000,1.604066e+07,8.633843e+06,1.222922e+02,4.012274e+06,9.824349e+01,,,,3
2018-04-10 06:56:31.000000,1.603458e+07,8.628039e+06,1.222893e+02,4.012186e+06,9.823757e+01,,,,3
2018-04-10 06:56:32.000000,1.602859e+07,8.622231e+06,1.222876e+02,4.012110e+06,9.823185e+01,,,,3
2018-04-10 06:56:33.000000,1.602265e+07,8.616455e+06,1.222860e+02,4.012042e+06,9.822627e+01,,,,3
2018-04-10 06:56:34.000000,1.601672e+07,8.610636e+06,1.222854e+02,4.011980e+06,9.822077e+01,,,,3
2018-04-10 06:56:35.000000,1.601086e+07,8.604891e+06,1.222846e+02,4.011922e+06,9.821544e+01,,,,3
2018-04-10 06:56:36.000000,1.600503e+07,8.599270e+06,1.222817e+02,4.011866e+06,9.821021e+01,,,,3
2018-04-10 06:56:37.000000,1.599922e+07,8.593635e+06,1.222795e+02,4.011816e+06,9.820511e+01,,,,3
2018-04-10 06:56:38.000000,1.599345e+07,8.587919e+06,1.222794e+02,4.011771e+06,9.820011e+01,,,,3
2018-04-10 06:56:39.000000,1.598778e+07,8.582356e+06,1.222781e+02,4.011740e+06,9.819532e+01,,,,3
2018-04-10 06:56:40.000000,1.598212e+07,8.576906e+06,1.222744e+02,4.011713e+06,9.819060e+01,,,,3
2018-04-10 06:56:41.000000,1.597649e+07,8.571400e+06,1.222725e+02,4.011691e+06,9.818603e+01,,,,3
2018-04-10 06:56:42.000000,1.597090e+07,8.565844e+06,1.222733e+02,4.011671e+06,9.818157e+01,,,,3
2018-04-10 06:56:43.000000,1.596539e+07,8.560465e+06,1.222707e+02,4.011655e+06,9.817724e+01,,,,3
2018-04-10 06:56:44.000000,1.595992e+07,8.555164e+06,1.222648e+02,4.011648e+06,9.817307e+01,,,,3
2018-04-10 06:56:45.000000,1.595446e+07,8.549722e+06,1.222645e+02,4.011647e+06,9.816898e+01,,,,3
2018-04-10 06:56:46.000000,1.594908e+07,8.544452e+06,1.222626e+02,4.011653e+06,9.816507e+01,,,,3
2018-04-10 06:56:47.000000,1.594370e+07,8.539084e+06,1.222630e+02,4.011661e+06,9.816123e+01,,,,3
2018-04-10 06:56:48.000000,1.593840e+07,8.533840e+06,1.222614e+02,4.011675e+06,9.815757e+01,,,,3
2018-04-10 06:56:49.000000,1.593315e+07,8.528715e+06,1.222578e+02,4.011695e+06,9.815403e+01,,,,3
2018-04-10 06:56:50.000000,1.592793e+07,8.523611e+06,1.222524e+02,4.011720e+06,9.815060e+01,,,,3
2018-04-10 06:56:51.000000,1.592278e+07,8.518488e+06,1.222496e+02,4.011755e+06,9.814735e+01,,,,3
2018-04-10 06:56:52.000000,1.591765e+07,8.513297e+06,1.222504e+02,4.011793e+06,9.814419e+01,,,,3
2018-04-10 06:56:53.000000,1.591259e+07,8.508319e+06,1.222463e+02,4.011836e+06,9.814121e+01,,,,3
2018-04-10 06:56:54.000000,1.590754e+07,8.503235e+06,1.222463e+02,4.011882e+06,9.813832e+01,,,,3
2018-04-10 06:56:55.000000,1.590259e+07,8.498374e+06,1.222426e+02,4.011932e+06,9.813562e+01,,,,3
2018-04-10 06:56:56.000000,1.589767e+07,8.493434e+06,1.222403e+02,4.011989e+06,9.813306e+01,,,,3
2018-04-10 06:56:57.000000,1.589278e+07,8.488565e+06,1.222368e+02,4.012051e+06,9.813061e+01,,,,3
2018-04-10 06:56:58.000000,1.588794e+07,8.483677e+06,1.222358e+02,4.012119e+06,9.812834e+01,,,,3
2018-04-10 06:56:59.000000,1.588318e+07,8.478811e+06,1.222377e+02,4.012187e+06,9.812619e+01,,,,3
