timestamp,P-PDG,P-TPT,T-TPT,P-MON-CKP,T-JUS-CKP,P-JUS-CKGL,T-JUS-CKGL,QGL,class
2017-02-26 22:03:09.000000,0.000000e+00,1.334235e+07,1.181273e+02,5.390925e+06,7.397794e+01,3.385812e+06,,0.000000e+00,0
2017-02-26 22:03:10.000000,0.000000e+00,1.334239e+07,1.181273e+02,5.390720e+06,7.397781e+01,3.385812e+06,,0.000000e+00,0
2017-02-26 22:03:11.000000,0.000000e+00,1.334243e+07,1.181273e+02,5.390515e+06,7.397768e+01,3.385812e+06,,0.000000e+00,0
2017-02-26 22:03:12.000000,0.000000e+00,1.334247e+07,1.181273e+02,5.390310e+06,7.397756e+01,3.385812e+06,,0.000000e+00,0
2017-02-26 22:03:13.000000,0.000000e+00,1.334251e+07,1.181272e+02,5.390105e+06,7.397743e+01,3.385812e+06,,0.000000e+00,0
2017-02-26 22:03:14.000000,0.000000e+00,1.334254e+07,1.181272e+02,5.389900e+06,7.397731e+01,3.385812e+06,,0.000000e+00,0
2017-02-26 22:03:15.000000,0.000000e+00,1.334258e+07,1.181272e+02,5.389695e+06,7.397718e+01,3.385812e+06,,0.000000e+00,0
2017-02-26 22:03:16.000000,0.000000e+00,1.334262e+07,1.181272e+02,5.389490e+06,7.397706e+01,3.385812e+06,,0.000000e+00,0
2017-02-26 22:03:17.000000,0.000000e+00,1.334266e+07,1.181271e+02,5.389285e+06,7.397694e+01,3.385812e+06,,0.000000e+00,0
2017-02-26 22:03:18.000000,0.000000e+00,1.334270e+07,1.181271e+02,5.389080e+06,7.397681e+01,3.385812e+06,,0.000000e+00,0
2017-02-26 22:03:19.000000,0.000000e+00,1.334274e+07,1.181271e+02,5.388875e+06,7.397668e+01,3.385812e+06,,0.000000e+00,0
2017-02-26 22:03:20.000000,0.000000e+00,1.334277e+07,1.181270e+02,5.388670e+06,7.397655e+01,3.385812e+06,,0.000000e+00,0
2017-02-26 22:03:21.000000,0.000000e+00,1.334281e+07,1.181270e+02,5.388465e+06,7.397643e+01,3.385811e+06,,0.000000e+00,0
2017-02-26 22:03:22.000000,0.000000e+00,1.334285e+07,1.181270e+02,5.388260e+06,7.397630e+01,3.385811e+06,,0.000000e+00,0
2017-02-26 22:03:23.000000,0.000000e+00,1.334289e+07,1.181270e+02,5.388055e+06,7.397618e+01,3.385811e+06,,0.000000e+00,0
2017-02-26 22:03:24.000000,0.000000e+00,1.334293e+07,1.181269e+02,5.387851e+06,7.397605e+01,3.385811e+06,,0.000000e+00,0
2017-02-26 22:03:25.000000,0.000000e+00,1.334297e+07,1.181269e+02,5.387646e+06,7.397593e+01,3.385811e+06,,0.000000e+00,0
2017-02-26 22:03:26.000000,0.000000e+00,1.334301e+07,1.181269e+02,5.387440e+06,7.397580e+01,3.385811e+06,,0.000000e+00,0
2017-02-26 22:03:27.000000,0.000000e+00,1.334304e+07,1.181269e+02,5.387236e+06,7.397568e+01,3.385811e+06,,0.000000e+00,0
2017-02-26 22:03:28.000000,0.000000e+00,1.334308e+07,1.181268e+02,5.387031e+06,7.397556e+01,3.385811e+06,,0.000000e+00,0
2017-02-26 22:03:29.000000,0.000000e+00,1.334312e+07,1.181268e+02,5.386826e+06,7.397543e+01,3.385811e+06,,0.000000e+00,0
2017-02-26 22:03:30.000000,0.000000e+00,1.334316e+07,1.181268e+02,5.386621e+06,7.397530e+01,3.385811e+06,,0.000000e+00,0
2017-02-26 22:03:31.000000,0.000000e+00,1.334320e+07,1.181268e+02,5.386416e+06,7.397517e+01,3.385811e+06,,0.000000e+00,0
2017-02-26 22:03:32.000000,0.000000e+00,1.334324e+07,1.181267e+02,5.386211e+06,7.397505e+01,3.385811e+06,,0.000000e+00,0
2017-02-26 22:03:33.000000,0.000000e+00,1.334327e+07,1.181267e+02,5.386006e+06,7.397492e+01,3.385811e+06,,0.000000e+00,0
2017-02-26 22:03:34.000000,0.000000e+00,1.334331e+07,1.181267e+02,5.385801e+06,7.397480e+01,3.385811e+06,,0.000000e+00,0
2017-02-26 22:03:35.000000,0.000000e+00,1.334335e+07,1.181267e+02,5.385596e+06,7.397467e+01,3.385811e+06,,0.000000e+00,0
2017-02-26 22:03:36.000000,0.000000e+00,1.334339e+07,1.181266e+02,5.385391e+06,7.397455e+01,3.385810e+06,,0.000000e+00,0
2017-02-26 22:03:37.000000,0.000000e+00,1.334343e+07,1.181266e+02,5.385186e+06,7.397442e+01,3.385810e+06,,0.000000e+00,0
2017-02-26 22:03:38.000000,0.000000e+00,1.334347e+07,1.181266e+02,5.384981e+06,7.397430e+01,3.385810e+06,,0.000000e+00,0
2017-02-26 22:03:39.000000,0.000000e+00,1.334350e+07,1.181265e+02,5.384776e+06,7.397417e+01,3.385810e+06,,0.000000e+00,0
2017-02-26 22:03:40.000000,0.000000e+00,1.334354e+07,1.181265e+02,5.384571e+06,7.397404e+01,3.385810e+06,,0.000000e+00,0
2017-02-26 22:03:41.000000,0.000000e+00,1.334358e+07,1.181265e+02,5.384366e+06,7.397392e+01,3.385810e+06,,0.000000e+00,0
2017-02-26 22:03:42.000000,0.000000e+00,1.334362e+07,1.181265e+02,5.384161e+06,7.397379e+01,3.385810e+06,,0.000000e+00,0
2017-02-26 22:03:43.000000,0.000000e+00,1.334366e+07,1.181264e+02,5.383957e+06,7.397367e+01,3.385810e+06,,0.000000e+00,0
2017-02-26 22:03:44.000000,0.000000e+00,1.334370e+07,1.181264e+02,5.383752e+06,7.397354e+01,3.385810e+06,,0.000000e+00,0
2017-02-26 22:03:45.000000,0.000000e+00,1.334373e+07,1.181264e+02,5.383546e+06,7.397342e+01,3.385810e+06,,0.000000e+00,0
2017-02-26 22:03:46.000000,0.000000e+00,1.334377e+07,1.181264e+02,5.383342e+06,7.397329e+01,3.385810e+06,,0.000000e+00,0
2017-02-26 22:03:47.000000,0.000000e+00,1.334381e+07,1.181263e+02,5.383137e+06,7.397317e+01,3.385810e+06,,0.000000e+00,0
2017-02-26 22:03:48.000000,0.000000e+00,1.334385e+07,1.181263e+02,5.382932e+06,7.397304e+01,3.385810e+06,,0.000000e+00,0
2017-02-26 22:03:49.000000,0.000000e+00,1.334389e+07,1.181263e+02,5.382727e+06,7.397292e+01,3.385810e+06,,0.000000e+00,0
2017-02-26 22:03:50.000000,0.000000e+00,1.334393e+07,1.181263e+02,5.382522e+06,7.397279e+01,3.385810e+06,,0.000000e+00,0
2017-02-26 22:03:51.000000,0.000000e+00,1.334396e+07,1.181262e+02,5.379255e+06,7.397266e+01,3.385810e+06,,0.000000e+00,0
2017-02-26 22:03:52.000000,0.000000e+00,1.334400e+07,1.181262e+02,5.375988e+06,7.397254e+01,3.385810e+06,,0.000000e+00,0
2017-02-26 22:03:53.000000,0.000000e+00,1.334404e+07,1.181262e+02,5.372721e+06,7.397241e+01,3.385810e+06,,0.000000e+00,0
2017-02-26 22:03:54.000000,0.000000e+00,1.334408e+07,1.181262e+02,5.369455e+06,7.397229e+01,3.385810e+06,,0.000000e+00,0
2017-02-26 22:03:55.000000,0.000000e+00,1.334412e+07,1.181261e+02,5.366188e+06,7.397216e+01,3.385810e+06,,0.000000e+00,0
2017-02-26 22:03:56.000000,0.000000e+00,1.334416e+07,1.181261e+02,5.362921e+06,7.397204e+01,3.385810e+06,,0.000000e+00,0
2017-02-26 22:03:57.000000,0.000000e+00,1.334419e+07,1.181261e+02,5.359654e+06,7.397191e+01,3.385810e+06,,0.000000e+00,0
2017-02-26 22:03:58.000000,0.000000e+00,1.334423e+07,1.181261e+02,5.356388e+06,7.397179e+01,3.385809e+06,,0.000000e+00,0
2017-02-26 22:03:59.000000,0.000000e+00,1.334427e+07,1.181260e+02,5.353121e+06,7.397166e+01,3.385809e+06,,0.000000e+00,0
2017-02-26 22:04:00.000000,0.000000e+00,1.334431e+07,1.181260e+02,5.349854e+06,7.397153e+01,3.385809e+06,,0.000000e+00,0
2017-02-26 22:04:01.000000,0.000000e+00,1.334435e+07,1.181260e+02,5.346587e+06,7.397141e+01,3.385809e+06,,0.000000e+00,0
2017-02-26 22:04:02.000000,0.000000e+00,1.334439e+07,1.181259e+02,5.343320e+06,7.397128e+01,3.385809e+06,,0.000000e+00,0
2017-02-26 22:04:03.000000,0.000000e+00,1.334442e+07,1.181259e+02,5.340054e+06,7.397116e+01,3.385809e+06,,0.000000e+00,0
2017-02-26 22:04:04.000000,0.000000e+00,1.334446e+07,1.181259e+02,5.336787e+06,7.397103e+01,3.385809e+06,,0.000000e+00,0
2017-02-26 22:04:05.000000,0.000000e+00,1.334450e+07,1.181259e+02,5.333520e+06,7.397091e+01,3.385809e+06,,0.000000e+00,0
2017-02-26 22:04:06.000000,0.000000e+00,1.334454e+07,1.181258e+02,5.330253e+06,7.397078e+01,3.385809e+06,,0.000000e+00,0
2017-02-26 22:04:07.000000,0.000000e+00,1.334458e+07,1.181258e+02,5.326986e+06,7.397066e+01,3.385809e+06,,0.000000e+00,0
2017-02-26 22:04:08.000000,0.000000e+00,1.334462e+07,1.181258e+02,5.323720e+06,7.397053e+01,3.385809e+06,,0.000000e+00,0
2017-02-26 22:04:09.000000,0.000000e+00,1.334465e+07,1.181258e+02,5.320453e+06,7.397041e+01,3.385809e+06,,0.000000e+00,0
2017-02-26 22:04:10.000000,0.000000e+00,1.334469e+07,1.181257e+02,5.317186e+06,7.397028e+01,3.385809e+06,,0.000000e+00,0
2017-02-26 22:04:11.000000,0.000000e+00,1.334473e+07,1.181257e+02,5.313919e+06,7.397015e+01,3.385809e+06,,0.000000e+00,0
2017-02-26 22:04:12.000000,0.000000e+00,1.334477e+07,1.181257e+02,5.310653e+06,7.396661e+01,3.385809e+06,,0.000000e+00,0
2017-02-26 22:04:13.000000,0.000000e+00,1.334481e+07,1.181257e+02,5.307386e+06,7.396307e+01,3.385809e+06,,0.000000e+00,0
2017-02-26 22:04:14.000000,0.000000e+00,1.334485e+07,1.181256e+02,5.304119e+06,7.395952e+01,3.385809e+06,,0.000000e+00,0
