timestamp,P-PDG,P-TPT,T-TPT,P-MON-CKP,T-JUS-CKP,P-JUS-CKGL,T-JUS-CKGL,QGL,class
2018-08-20 11:25:44.000000,2.600206e+02,2.110180e+02,1.179769e+02,1.200578e+02,6.544730e+01,,,,0
2018-08-20 11:25:45.000000,2.600206e+02,2.110180e+02,1.179769e+02,1.200578e+02,6.544730e+01,,,,0
2018-08-20 11:25:46.000000,2.600206e+02,2.110180e+02,1.179769e+02,1.200578e+02,6.544730e+01,,,,0
2018-08-20 11:25:47.000000,2.600206e+02,2.110180e+02,1.179769e+02,1.200578e+02,6.544730e+01,,,,0
2018-08-20 11:25:48.000000,2.600206e+02,2.110180e+02,1.179769e+02,1.200578e+02,6.544730e+01,,,,0
2018-08-20 11:25:49.000000,2.600206e+02,2.110180e+02,1.179769e+02,1.200578e+02,6.544730e+01,,,,0
2018-08-20 11:25:50.000000,2.600206e+02,2.110180e+02,1.179769e+02,1.200578e+02,6.544730e+01,,,,0
2018-08-20 11:25:51.000000,2.600206e+02,2.110180e+02,1.179769e+02,1.200578e+02,6.544730e+01,,,,0
2018-08-20 11:25:52.000000,2.600206e+02,2.110180e+02,1.179769e+02,1.200578e+02,6.544730e+01,,,,0
2018-08-20 11:25:53.000000,2.600206e+02,2.110180e+02,1.179769e+02,1.200578e+02,6.544730e+01,,,,0
2018-08-20 11:25:54.000000,2.600206e+02,2.110180e+02,1.179769e+02,1.200578e+02,6.544730e+01,,,,0
2018-08-20 11:25:55.000000,2.600206e+02,2.110180e+02,1.179769e+02,1.200578e+02,6.544730e+01,,,,0
2018-08-20 11:25:56.000000,2.600206e+02,2.110180e+02,1.179769e+02,1.200578e+02,6.544730e+01,,,,0
2018-08-20 11:25:57.000000,2.600206e+02,2.110180e+02,1.179769e+02,1.200578e+02,6.544730e+01,,,,0
2018-08-20 11:25:58.000000,2.600206e+02,2.110180e+02,1.179769e+02,1.200578e+02,6.544730e+01,,,,0
2018-08-20 11:25:59.000000,2.600206e+02,2.110180e+02,1.179769e+02,1.200578e+02,6.544730e+01,,,,0
